track,scenario,node_count,edge_count,algorithm_status,phase,iteration,duration_ms,success,outcome
graph,render_ready,1,0,READY,cold_webview,1,119.572,true,dom_ready
graph,select_node,1,0,READY,cold_webview,1,30.381,true,callback_received
graph,render_ready,1,0,READY,cold_webview,2,115.749,true,dom_ready
graph,select_node,1,0,READY,cold_webview,2,32.752,true,callback_received
graph,render_ready,1,0,READY,cold_webview,3,116.438,true,dom_ready
graph,select_node,1,0,READY,cold_webview,3,34.307,true,callback_received
graph,render_ready,1,0,READY,cold_webview,4,148.154,true,dom_ready
graph,select_node,1,0,READY,cold_webview,4,32.467,true,callback_received
graph,render_ready,1,0,READY,cold_webview,5,117.474,true,dom_ready
graph,select_node,1,0,READY,cold_webview,5,35.526,true,callback_received
graph,render_ready,1,0,READY,cold_webview,6,147.667,true,dom_ready
graph,select_node,1,0,READY,cold_webview,6,30.927,true,callback_received
graph,render_ready,1,0,READY,cold_webview,7,116.660,true,dom_ready
graph,select_node,1,0,READY,cold_webview,7,41.160,true,callback_received
graph,render_ready,1,0,READY,cold_webview,8,107.694,true,dom_ready
graph,select_node,1,0,READY,cold_webview,8,33.161,true,callback_received
graph,render_ready,1,0,READY,cold_webview,9,99.478,true,dom_ready
graph,select_node,1,0,READY,cold_webview,9,54.468,true,callback_received
graph,render_ready,1,0,READY,cold_webview,10,111.422,true,dom_ready
graph,select_node,1,0,READY,cold_webview,10,33.499,true,callback_received
graph,render_ready,1,0,READY,cold_webview,11,115.590,true,dom_ready
graph,select_node,1,0,READY,cold_webview,11,38.676,true,callback_received
graph,render_ready,1,0,READY,cold_webview,12,110.322,true,dom_ready
graph,select_node,1,0,READY,cold_webview,12,33.579,true,callback_received
graph,render_ready,1,0,READY,cold_webview,13,115.533,true,dom_ready
graph,select_node,1,0,READY,cold_webview,13,36.877,true,callback_received
graph,render_ready,1,0,READY,cold_webview,14,112.320,true,dom_ready
graph,select_node,1,0,READY,cold_webview,14,37.377,true,callback_received
graph,render_ready,1,0,READY,cold_webview,15,111.687,true,dom_ready
graph,select_node,1,0,READY,cold_webview,15,39.005,true,callback_received
graph,render_ready,1,0,READY,cold_webview,16,126.501,true,dom_ready
graph,select_node,1,0,READY,cold_webview,16,33.272,true,callback_received
graph,render_ready,1,0,READY,cold_webview,17,115.775,true,dom_ready
graph,select_node,1,0,READY,cold_webview,17,38.096,true,callback_received
graph,render_ready,1,0,READY,cold_webview,18,111.373,true,dom_ready
graph,select_node,1,0,READY,cold_webview,18,37.749,true,callback_received
graph,render_ready,1,0,READY,cold_webview,19,111.447,true,dom_ready
graph,select_node,1,0,READY,cold_webview,19,35.420,true,callback_received
graph,render_ready,1,0,READY,cold_webview,20,113.502,true,dom_ready
graph,select_node,1,0,READY,cold_webview,20,32.387,true,callback_received
graph,render_ready,1,0,READY,warm_update,1,84.688,true,dom_ready
graph,select_node,1,0,READY,warm_update,1,31.579,true,callback_received
graph,render_ready,1,0,READY,warm_update,2,95.874,true,dom_ready
graph,select_node,1,0,READY,warm_update,2,20.078,true,callback_received
graph,render_ready,1,0,READY,warm_update,3,82.726,true,dom_ready
graph,select_node,1,0,READY,warm_update,3,42.215,true,callback_received
graph,render_ready,1,0,READY,warm_update,4,73.865,true,dom_ready
graph,select_node,1,0,READY,warm_update,4,32.606,true,callback_received
graph,render_ready,1,0,READY,warm_update,5,83.081,true,dom_ready
graph,select_node,1,0,READY,warm_update,5,32.834,true,callback_received
graph,render_ready,1,0,READY,warm_update,6,90.301,true,dom_ready
graph,select_node,1,0,READY,warm_update,6,25.873,true,callback_received
graph,render_ready,1,0,READY,warm_update,7,83.199,true,dom_ready
graph,select_node,1,0,READY,warm_update,7,41.887,true,callback_received
graph,render_ready,1,0,READY,warm_update,8,73.551,true,dom_ready
graph,select_node,1,0,READY,warm_update,8,32.845,true,callback_received
graph,render_ready,1,0,READY,warm_update,9,83.126,true,dom_ready
graph,select_node,1,0,READY,warm_update,9,32.691,true,callback_received
graph,render_ready,1,0,READY,warm_update,10,102.340,true,dom_ready
graph,select_node,1,0,READY,warm_update,10,34.825,true,callback_received
graph,render_ready,1,0,READY,warm_update,11,66.953,true,dom_ready
graph,select_node,1,0,READY,warm_update,11,33.584,true,callback_received
graph,render_ready,1,0,READY,warm_update,12,79.672,true,dom_ready
graph,select_node,1,0,READY,warm_update,12,37.144,true,callback_received
graph,render_ready,1,0,READY,warm_update,13,74.800,true,dom_ready
graph,select_node,1,0,READY,warm_update,13,32.709,true,callback_received
graph,render_ready,1,0,READY,warm_update,14,83.072,true,dom_ready
graph,select_node,1,0,READY,warm_update,14,32.949,true,callback_received
graph,render_ready,1,0,READY,warm_update,15,83.096,true,dom_ready
graph,select_node,1,0,READY,warm_update,15,32.419,true,callback_received
graph,render_ready,1,0,READY,warm_update,16,83.458,true,dom_ready
graph,select_node,1,0,READY,warm_update,16,32.667,true,callback_received
graph,render_ready,1,0,READY,warm_update,17,83.260,true,dom_ready
graph,select_node,1,0,READY,warm_update,17,32.480,true,callback_received
graph,render_ready,1,0,READY,warm_update,18,83.046,true,dom_ready
graph,select_node,1,0,READY,warm_update,18,32.823,true,callback_received
graph,render_ready,1,0,READY,warm_update,19,83.225,true,dom_ready
graph,select_node,1,0,READY,warm_update,19,32.803,true,callback_received
graph,render_ready,1,0,READY,warm_update,20,83.388,true,dom_ready
graph,select_node,1,0,READY,warm_update,20,32.369,true,callback_received
graph,render_ready,1,0,READY,warm_update,21,82.913,true,dom_ready
graph,select_node,1,0,READY,warm_update,21,32.864,true,callback_received
graph,render_ready,1,0,READY,warm_update,22,83.448,true,dom_ready
graph,select_node,1,0,READY,warm_update,22,32.435,true,callback_received
graph,render_ready,1,0,READY,warm_update,23,69.379,true,dom_ready
graph,select_node,1,0,READY,warm_update,23,29.889,true,callback_received
graph,render_ready,1,0,READY,warm_update,24,71.159,true,dom_ready
graph,select_node,1,0,READY,warm_update,24,27.899,true,callback_received
graph,render_ready,1,0,READY,warm_update,25,83.367,true,dom_ready
graph,select_node,1,0,READY,warm_update,25,32.426,true,callback_received
graph,render_ready,1,0,READY,warm_update,26,83.281,true,dom_ready
graph,select_node,1,0,READY,warm_update,26,32.850,true,callback_received
graph,render_ready,1,0,READY,warm_update,27,83.034,true,dom_ready
graph,select_node,1,0,READY,warm_update,27,32.627,true,callback_received
graph,render_ready,1,0,READY,warm_update,28,83.588,true,dom_ready
graph,select_node,1,0,READY,warm_update,28,32.492,true,callback_received
graph,render_ready,1,0,READY,warm_update,29,83.100,true,dom_ready
