track,scenario,session_id,node_order_index,pair_index,node_count,edge_count,phase,render_id,webview_instance_id,duration_ms,dom_node_count,dom_edge_count,tick_count,success,outcome
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,1,1,1,0,new_webview_instance,4,3,105.885,1,0,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,1,1,1,0,reused_webview,5,3,55.198,1,0,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,1,2,1,0,new_webview_instance,6,4,95.370,1,0,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,1,2,1,0,reused_webview,7,4,53.889,1,0,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,1,3,1,0,new_webview_instance,8,5,112.704,1,0,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,1,3,1,0,reused_webview,9,5,73.052,1,0,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,1,4,1,0,new_webview_instance,10,6,137.559,1,0,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,1,4,1,0,reused_webview,11,6,50.600,1,0,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,1,5,1,0,new_webview_instance,12,7,129.796,1,0,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,1,5,1,0,reused_webview,13,7,48.509,1,0,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,2,1,12,16,new_webview_instance,16,9,178.920,12,16,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,2,1,12,16,reused_webview,17,9,51.591,12,16,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,2,2,12,16,new_webview_instance,18,10,164.274,12,16,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,2,2,12,16,reused_webview,19,10,56.445,12,16,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,2,3,12,16,new_webview_instance,20,11,189.533,12,16,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,2,3,12,16,reused_webview,21,11,72.912,12,16,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,2,4,12,16,new_webview_instance,22,12,176.469,12,16,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,2,4,12,16,reused_webview,23,12,50.628,12,16,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,2,5,12,16,new_webview_instance,24,13,198.288,12,16,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,2,5,12,16,reused_webview,25,13,73.531,12,16,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,3,1,25,36,new_webview_instance,28,15,185.006,25,36,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,3,1,25,36,reused_webview,29,15,71.988,25,36,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,3,2,25,36,new_webview_instance,30,16,109.241,25,36,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,3,2,25,36,reused_webview,31,16,100.940,25,36,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,3,3,25,36,new_webview_instance,32,17,164.696,25,36,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,3,3,25,36,reused_webview,33,17,51.087,25,36,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,3,4,25,36,new_webview_instance,34,18,190.476,25,36,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,3,4,25,36,reused_webview,35,18,74.040,25,36,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,3,5,25,36,new_webview_instance,36,19,199.332,25,36,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,3,5,25,36,reused_webview,37,19,55.092,25,36,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,4,1,50,73,new_webview_instance,40,21,191.880,50,73,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,4,1,50,73,reused_webview,41,21,81.723,50,73,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,4,2,50,73,new_webview_instance,42,22,187.225,50,73,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,4,2,50,73,reused_webview,43,22,62.435,50,73,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,4,3,50,73,new_webview_instance,44,23,160.708,50,73,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,4,3,50,73,reused_webview,45,23,103.635,50,73,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,4,4,50,73,new_webview_instance,46,24,189.460,50,73,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,4,4,50,73,reused_webview,47,24,96.907,50,73,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,4,5,50,73,new_webview_instance,48,25,160.790,50,73,1,true,visual_state_ready
graph,visual_state_ready,9a0cde26-6c90-49d1-843e-8cf269759288,4,5,50,73,reused_webview,49,25,101.988,50,73,1,true,visual_state_ready
