track,scenario,state,iteration,duration_ms,success,outcome
graph,status_disclosure,ready,1,98.377,true,visible
graph,status_disclosure,ready,2,92.952,true,visible
graph,status_disclosure,ready,3,83.489,true,visible
graph,status_disclosure,ready,4,97.112,true,visible
graph,status_disclosure,ready,5,118.411,true,visible
graph,status_disclosure,ready,6,113.682,true,visible
graph,status_disclosure,ready,7,101.539,true,visible
graph,status_disclosure,ready,8,99.656,true,visible
graph,status_disclosure,ready,9,97.646,true,visible
graph,status_disclosure,ready,10,84.833,true,visible
graph,status_disclosure,ready,11,98.865,true,visible
graph,status_disclosure,ready,12,78.232,true,visible
graph,status_disclosure,ready,13,105.537,true,visible
graph,status_disclosure,ready,14,84.551,true,visible
graph,status_disclosure,ready,15,100.471,true,visible
graph,status_disclosure,ready,16,114.737,true,visible
graph,status_disclosure,ready,17,99.232,true,visible
graph,status_disclosure,ready,18,103.500,true,visible
graph,status_disclosure,ready,19,108.402,true,visible
graph,status_disclosure,ready,20,95.071,true,visible
graph,status_disclosure,ready,21,107.166,true,visible
graph,status_disclosure,ready,22,97.878,true,visible
graph,status_disclosure,ready,23,85.674,true,visible
graph,status_disclosure,ready,24,90.362,true,visible
graph,status_disclosure,ready,25,100.270,true,visible
graph,status_disclosure,ready,26,102.895,true,visible
graph,status_disclosure,ready,27,98.166,true,visible
graph,status_disclosure,ready,28,83.822,true,visible
graph,status_disclosure,ready,29,101.281,true,visible
graph,status_disclosure,ready,30,96.913,true,visible
graph,status_disclosure,fallback,1,79.731,true,visible
graph,status_disclosure,fallback,2,86.499,true,visible
graph,status_disclosure,fallback,3,78.294,true,visible
graph,status_disclosure,fallback,4,82.145,true,visible
graph,status_disclosure,fallback,5,85.414,true,visible
graph,status_disclosure,fallback,6,86.051,true,visible
graph,status_disclosure,fallback,7,76.778,true,visible
graph,status_disclosure,fallback,8,92.749,true,visible
graph,status_disclosure,fallback,9,82.781,true,visible
graph,status_disclosure,fallback,10,79.782,true,visible
graph,status_disclosure,fallback,11,105.063,true,visible
graph,status_disclosure,fallback,12,114.977,true,visible
graph,status_disclosure,fallback,13,158.872,true,visible
graph,status_disclosure,fallback,14,88.928,true,visible
graph,status_disclosure,fallback,15,107.240,true,visible
graph,status_disclosure,fallback,16,292.515,true,visible
graph,status_disclosure,fallback,17,124.456,true,visible
graph,status_disclosure,fallback,18,93.276,true,visible
graph,status_disclosure,fallback,19,85.574,true,visible
graph,status_disclosure,fallback,20,86.233,true,visible
graph,status_disclosure,fallback,21,93.675,true,visible
graph,status_disclosure,fallback,22,84.721,true,visible
graph,status_disclosure,fallback,23,86.175,true,visible
graph,status_disclosure,fallback,24,76.459,true,visible
graph,status_disclosure,fallback,25,126.642,true,visible
graph,status_disclosure,fallback,26,82.773,true,visible
graph,status_disclosure,fallback,27,754.931,true,visible
graph,status_disclosure,fallback,28,192.526,true,visible
graph,status_disclosure,fallback,29,350.816,true,visible
graph,status_disclosure,fallback,30,1116.082,true,visible
graph,status_disclosure,empty,1,67.017,true,visible
graph,status_disclosure,empty,2,66.580,true,visible
graph,status_disclosure,empty,3,65.989,true,visible
graph,status_disclosure,empty,4,66.069,true,visible
graph,status_disclosure,empty,5,65.509,true,visible
graph,status_disclosure,empty,6,65.862,true,visible
graph,status_disclosure,empty,7,66.301,true,visible
graph,status_disclosure,empty,8,66.561,true,visible
graph,status_disclosure,empty,9,65.297,true,visible
graph,status_disclosure,empty,10,66.438,true,visible
graph,status_disclosure,empty,11,65.971,true,visible
graph,status_disclosure,empty,12,65.882,true,visible
graph,status_disclosure,empty,13,66.147,true,visible
graph,status_disclosure,empty,14,66.262,true,visible
graph,status_disclosure,empty,15,66.340,true,visible
graph,status_disclosure,empty,16,66.028,true,visible
graph,status_disclosure,empty,17,66.384,true,visible
graph,status_disclosure,empty,18,65.949,true,visible
graph,status_disclosure,empty,19,66.334,true,visible
graph,status_disclosure,empty,20,66.192,true,visible
graph,status_disclosure,empty,21,66.501,true,visible
graph,status_disclosure,empty,22,65.722,true,visible
graph,status_disclosure,empty,23,66.140,true,visible
graph,status_disclosure,empty,24,66.079,true,visible
graph,status_disclosure,empty,25,66.448,true,visible
graph,status_disclosure,empty,26,66.298,true,visible
graph,status_disclosure,empty,27,65.714,true,visible
graph,status_disclosure,empty,28,66.276,true,visible
graph,status_disclosure,empty,29,65.893,true,visible
graph,status_disclosure,empty,30,66.529,true,visible
