track,scenario,state,iteration,duration_ms,success,outcome
graph,status_disclosure,ready,1,82.098,true,visible
graph,status_disclosure,ready,2,85.913,true,visible
graph,status_disclosure,ready,3,81.223,true,visible
graph,status_disclosure,ready,4,84.680,true,visible
graph,status_disclosure,ready,5,79.994,true,visible
graph,status_disclosure,ready,6,82.570,true,visible
graph,status_disclosure,ready,7,86.095,true,visible
graph,status_disclosure,ready,8,79.561,true,visible
graph,status_disclosure,ready,9,85.704,true,visible
graph,status_disclosure,ready,10,78.966,true,visible
graph,status_disclosure,ready,11,86.474,true,visible
graph,status_disclosure,ready,12,78.165,true,visible
graph,status_disclosure,ready,13,82.383,true,visible
graph,status_disclosure,ready,14,87.819,true,visible
graph,status_disclosure,ready,15,81.385,true,visible
graph,status_disclosure,ready,16,78.905,true,visible
graph,status_disclosure,ready,17,85.875,true,visible
graph,status_disclosure,ready,18,82.850,true,visible
graph,status_disclosure,ready,19,79.655,true,visible
graph,status_disclosure,ready,20,86.561,true,visible
graph,status_disclosure,ready,21,78.520,true,visible
graph,status_disclosure,ready,22,87.266,true,visible
graph,status_disclosure,ready,23,82.791,true,visible
graph,status_disclosure,ready,24,81.495,true,visible
graph,status_disclosure,ready,25,83.340,true,visible
graph,status_disclosure,ready,26,82.601,true,visible
graph,status_disclosure,ready,27,79.619,true,visible
graph,status_disclosure,ready,28,86.071,true,visible
graph,status_disclosure,ready,29,84.078,true,visible
graph,status_disclosure,ready,30,82.198,true,visible
graph,status_disclosure,fallback,1,81.192,true,visible
graph,status_disclosure,fallback,2,83.203,true,visible
graph,status_disclosure,fallback,3,82.365,true,visible
graph,status_disclosure,fallback,4,82.433,true,visible
graph,status_disclosure,fallback,5,87.109,true,visible
graph,status_disclosure,fallback,6,83.469,true,visible
graph,status_disclosure,fallback,7,80.485,true,visible
graph,status_disclosure,fallback,8,85.908,true,visible
graph,status_disclosure,fallback,9,80.750,true,visible
graph,status_disclosure,fallback,10,82.865,true,visible
graph,status_disclosure,fallback,11,81.066,true,visible
graph,status_disclosure,fallback,12,86.443,true,visible
graph,status_disclosure,fallback,13,84.420,true,visible
graph,status_disclosure,fallback,14,79.648,true,visible
graph,status_disclosure,fallback,15,80.383,true,visible
graph,status_disclosure,fallback,16,85.933,true,visible
graph,status_disclosure,fallback,17,79.027,true,visible
graph,status_disclosure,fallback,18,84.427,true,visible
graph,status_disclosure,fallback,19,86.355,true,visible
graph,status_disclosure,fallback,20,81.277,true,visible
graph,status_disclosure,fallback,21,83.709,true,visible
graph,status_disclosure,fallback,22,82.208,true,visible
graph,status_disclosure,fallback,23,81.955,true,visible
graph,status_disclosure,fallback,24,83.670,true,visible
graph,status_disclosure,fallback,25,80.085,true,visible
graph,status_disclosure,fallback,26,81.500,true,visible
graph,status_disclosure,fallback,27,85.356,true,visible
graph,status_disclosure,fallback,28,81.523,true,visible
graph,status_disclosure,fallback,29,83.270,true,visible
graph,status_disclosure,fallback,30,83.260,true,visible
graph,status_disclosure,empty,1,66.790,true,visible
graph,status_disclosure,empty,2,64.641,true,visible
graph,status_disclosure,empty,3,66.148,true,visible
graph,status_disclosure,empty,4,66.266,true,visible
graph,status_disclosure,empty,5,66.558,true,visible
graph,status_disclosure,empty,6,66.306,true,visible
graph,status_disclosure,empty,7,66.359,true,visible
graph,status_disclosure,empty,8,66.403,true,visible
graph,status_disclosure,empty,9,66.217,true,visible
graph,status_disclosure,empty,10,66.170,true,visible
graph,status_disclosure,empty,11,66.471,true,visible
graph,status_disclosure,empty,12,66.425,true,visible
graph,status_disclosure,empty,13,66.245,true,visible
graph,status_disclosure,empty,14,66.370,true,visible
graph,status_disclosure,empty,15,66.412,true,visible
graph,status_disclosure,empty,16,66.194,true,visible
graph,status_disclosure,empty,17,66.141,true,visible
graph,status_disclosure,empty,18,66.165,true,visible
graph,status_disclosure,empty,19,66.221,true,visible
graph,status_disclosure,empty,20,66.327,true,visible
graph,status_disclosure,empty,21,66.296,true,visible
graph,status_disclosure,empty,22,66.141,true,visible
graph,status_disclosure,empty,23,66.235,true,visible
graph,status_disclosure,empty,24,66.564,true,visible
graph,status_disclosure,empty,25,66.054,true,visible
graph,status_disclosure,empty,26,66.220,true,visible
graph,status_disclosure,empty,27,66.475,true,visible
graph,status_disclosure,empty,28,66.081,true,visible
graph,status_disclosure,empty,29,66.311,true,visible
graph,status_disclosure,empty,30,66.248,true,visible
