track,scenario,iteration,launch_state,total_time_ms,wait_time_ms,success,outcome
startup,cold_process,1,COLD,1297,1366,true,main_activity_wait_time_present
startup,warm_task_resume,1,UNKNOWN (0),,206,true,main_activity_wait_time_present
startup,cold_process,2,COLD,1260,1262,true,main_activity_wait_time_present
startup,warm_task_resume,2,UNKNOWN (0),,241,true,main_activity_wait_time_present
startup,cold_process,3,COLD,1080,1090,true,main_activity_wait_time_present
startup,warm_task_resume,3,UNKNOWN (0),,123,true,main_activity_wait_time_present
startup,cold_process,4,COLD,1073,1080,true,main_activity_wait_time_present
startup,warm_task_resume,4,UNKNOWN (0),,176,true,main_activity_wait_time_present
startup,cold_process,5,COLD,1242,1248,true,main_activity_wait_time_present
startup,warm_task_resume,5,UNKNOWN (0),,115,true,main_activity_wait_time_present
startup,cold_process,6,COLD,1083,1092,true,main_activity_wait_time_present
startup,warm_task_resume,6,UNKNOWN (0),,100,true,main_activity_wait_time_present
startup,cold_process,7,COLD,1095,1106,true,main_activity_wait_time_present
startup,warm_task_resume,7,UNKNOWN (0),,188,true,main_activity_wait_time_present
startup,cold_process,8,COLD,1057,1067,true,main_activity_wait_time_present
startup,warm_task_resume,8,UNKNOWN (0),,119,true,main_activity_wait_time_present
startup,cold_process,9,COLD,1057,1088,true,main_activity_wait_time_present
startup,warm_task_resume,9,UNKNOWN (0),,106,true,main_activity_wait_time_present
startup,cold_process,10,COLD,1113,1134,true,main_activity_wait_time_present
startup,warm_task_resume,10,UNKNOWN (0),,188,true,main_activity_wait_time_present
startup,cold_process,11,COLD,1417,1419,true,main_activity_wait_time_present
startup,warm_task_resume,11,UNKNOWN (0),,73,true,main_activity_wait_time_present
startup,cold_process,12,COLD,1365,1369,true,main_activity_wait_time_present
startup,warm_task_resume,12,UNKNOWN (0),,123,true,main_activity_wait_time_present
startup,cold_process,13,COLD,1305,1322,true,main_activity_wait_time_present
startup,warm_task_resume,13,UNKNOWN (0),,10,true,main_activity_wait_time_present
startup,cold_process,14,COLD,1189,1213,true,main_activity_wait_time_present
startup,warm_task_resume,14,UNKNOWN (0),,78,true,main_activity_wait_time_present
startup,cold_process,15,COLD,1275,1349,true,main_activity_wait_time_present
startup,warm_task_resume,15,UNKNOWN (0),,60,true,main_activity_wait_time_present
startup,cold_process,16,COLD,1107,1120,true,main_activity_wait_time_present
startup,warm_task_resume,16,UNKNOWN (0),,107,true,main_activity_wait_time_present
startup,cold_process,17,COLD,1235,1237,true,main_activity_wait_time_present
startup,warm_task_resume,17,UNKNOWN (0),,196,true,main_activity_wait_time_present
startup,cold_process,18,COLD,1003,1009,true,main_activity_wait_time_present
startup,warm_task_resume,18,UNKNOWN (0),,76,true,main_activity_wait_time_present
startup,cold_process,19,COLD,976,994,true,main_activity_wait_time_present
startup,warm_task_resume,19,UNKNOWN (0),,127,true,main_activity_wait_time_present
startup,cold_process,20,COLD,1316,1319,true,main_activity_wait_time_present
startup,warm_task_resume,20,UNKNOWN (0),,201,true,main_activity_wait_time_present
