track,scenario,iteration,event_count,duration_ms,success,outcome,accepted,duplicates,final_state
event_sync,queue_write,1,3,8.242,true,pending,,,pending
event_sync,retryable_http_failure,1,3,18.838,true,Retry,,,pending
event_sync,retry_success,1,3,65.943,true,Synced,3,0,synced
event_sync,duplicate_replay,1,3,21.476,true,Synced,0,3,synced
event_sync,queue_write,2,3,21.434,true,pending,,,pending
event_sync,retryable_http_failure,2,3,11.784,true,Retry,,,pending
event_sync,retry_success,2,3,53.012,true,Synced,3,0,synced
event_sync,duplicate_replay,2,3,11.885,true,Synced,0,3,synced
event_sync,queue_write,3,3,9.903,true,pending,,,pending
event_sync,retryable_http_failure,3,3,11.501,true,Retry,,,pending
event_sync,retry_success,3,3,51.510,true,Synced,3,0,synced
event_sync,duplicate_replay,3,3,12.411,true,Synced,0,3,synced
event_sync,queue_write,4,3,8.252,true,pending,,,pending
event_sync,retryable_http_failure,4,3,10.747,true,Retry,,,pending
event_sync,retry_success,4,3,56.459,true,Synced,3,0,synced
event_sync,duplicate_replay,4,3,12.734,true,Synced,0,3,synced
event_sync,queue_write,5,3,11.176,true,pending,,,pending
event_sync,retryable_http_failure,5,3,26.703,true,Retry,,,pending
event_sync,retry_success,5,3,53.147,true,Synced,3,0,synced
event_sync,duplicate_replay,5,3,13.733,true,Synced,0,3,synced
event_sync,queue_write,6,3,8.523,true,pending,,,pending
event_sync,retryable_http_failure,6,3,11.286,true,Retry,,,pending
event_sync,retry_success,6,3,54.607,true,Synced,3,0,synced
event_sync,duplicate_replay,6,3,12.096,true,Synced,0,3,synced
event_sync,queue_write,7,3,11.494,true,pending,,,pending
event_sync,retryable_http_failure,7,3,46.377,true,Retry,,,pending
event_sync,retry_success,7,3,54.082,true,Synced,3,0,synced
event_sync,duplicate_replay,7,3,26.755,true,Synced,0,3,synced
event_sync,queue_write,8,3,8.414,true,pending,,,pending
event_sync,retryable_http_failure,8,3,12.284,true,Retry,,,pending
event_sync,retry_success,8,3,57.941,true,Synced,3,0,synced
event_sync,duplicate_replay,8,3,14.428,true,Synced,0,3,synced
event_sync,queue_write,9,3,9.130,true,pending,,,pending
event_sync,retryable_http_failure,9,3,11.884,true,Retry,,,pending
event_sync,retry_success,9,3,51.547,true,Synced,3,0,synced
event_sync,duplicate_replay,9,3,14.122,true,Synced,0,3,synced
event_sync,queue_write,10,3,8.704,true,pending,,,pending
event_sync,retryable_http_failure,10,3,11.217,true,Retry,,,pending
event_sync,retry_success,10,3,52.950,true,Synced,3,0,synced
event_sync,duplicate_replay,10,3,11.719,true,Synced,0,3,synced
event_sync,queue_write,11,3,8.124,true,pending,,,pending
event_sync,retryable_http_failure,11,3,10.734,true,Retry,,,pending
event_sync,retry_success,11,3,51.890,true,Synced,3,0,synced
