track,scenario,state,iteration,duration_ms,success,outcome
graph,status_disclosure,ready,1,95.186,true,visible
graph,status_disclosure,ready,2,75.111,true,visible
graph,status_disclosure,ready,3,87.073,true,visible
graph,status_disclosure,ready,4,80.329,true,visible
graph,status_disclosure,ready,5,85.683,true,visible
graph,status_disclosure,ready,6,80.669,true,visible
graph,status_disclosure,ready,7,78.230,true,visible
graph,status_disclosure,ready,8,85.677,true,visible
graph,status_disclosure,ready,9,96.799,true,visible
graph,status_disclosure,ready,10,85.814,true,visible
graph,status_disclosure,ready,11,80.857,true,visible
graph,status_disclosure,ready,12,87.020,true,visible
graph,status_disclosure,ready,13,82.862,true,visible
graph,status_disclosure,ready,14,79.070,true,visible
graph,status_disclosure,ready,15,80.949,true,visible
graph,status_disclosure,ready,16,86.271,true,visible
graph,status_disclosure,ready,17,80.155,true,visible
graph,status_disclosure,ready,18,88.980,true,visible
graph,status_disclosure,ready,19,84.278,true,visible
graph,status_disclosure,ready,20,77.071,true,visible
graph,status_disclosure,ready,21,81.521,true,visible
graph,status_disclosure,ready,22,86.270,true,visible
graph,status_disclosure,ready,23,83.830,true,visible
graph,status_disclosure,ready,24,80.716,true,visible
graph,status_disclosure,ready,25,82.846,true,visible
graph,status_disclosure,ready,26,81.743,true,visible
graph,status_disclosure,ready,27,84.777,true,visible
graph,status_disclosure,ready,28,80.761,true,visible
graph,status_disclosure,ready,29,85.899,true,visible
graph,status_disclosure,ready,30,81.287,true,visible
graph,status_disclosure,fallback,1,84.961,true,visible
graph,status_disclosure,fallback,2,83.678,true,visible
graph,status_disclosure,fallback,3,78.124,true,visible
graph,status_disclosure,fallback,4,105.544,true,visible
graph,status_disclosure,fallback,5,79.753,true,visible
graph,status_disclosure,fallback,6,82.508,true,visible
graph,status_disclosure,fallback,7,83.581,true,visible
graph,status_disclosure,fallback,8,99.156,true,visible
graph,status_disclosure,fallback,9,82.131,true,visible
graph,status_disclosure,fallback,10,83.515,true,visible
graph,status_disclosure,fallback,11,86.761,true,visible
graph,status_disclosure,fallback,12,76.367,true,visible
graph,status_disclosure,fallback,13,81.798,true,visible
graph,status_disclosure,fallback,14,89.181,true,visible
graph,status_disclosure,fallback,15,82.085,true,visible
graph,status_disclosure,fallback,16,77.890,true,visible
graph,status_disclosure,fallback,17,83.919,true,visible
graph,status_disclosure,fallback,18,86.343,true,visible
graph,status_disclosure,fallback,19,96.958,true,visible
graph,status_disclosure,fallback,20,103.065,true,visible
graph,status_disclosure,fallback,21,99.157,true,visible
graph,status_disclosure,fallback,22,80.077,true,visible
graph,status_disclosure,fallback,23,82.509,true,visible
graph,status_disclosure,fallback,24,84.313,true,visible
graph,status_disclosure,fallback,25,78.733,true,visible
graph,status_disclosure,fallback,26,85.560,true,visible
graph,status_disclosure,fallback,27,81.866,true,visible
graph,status_disclosure,fallback,28,108.138,true,visible
graph,status_disclosure,fallback,29,77.521,true,visible
graph,status_disclosure,fallback,30,84.877,true,visible
graph,status_disclosure,empty,1,66.650,true,visible
graph,status_disclosure,empty,2,66.303,true,visible
graph,status_disclosure,empty,3,66.261,true,visible
graph,status_disclosure,empty,4,66.344,true,visible
graph,status_disclosure,empty,5,66.268,true,visible
graph,status_disclosure,empty,6,66.340,true,visible
graph,status_disclosure,empty,7,66.478,true,visible
graph,status_disclosure,empty,8,66.396,true,visible
graph,status_disclosure,empty,9,66.170,true,visible
graph,status_disclosure,empty,10,66.330,true,visible
graph,status_disclosure,empty,11,66.303,true,visible
graph,status_disclosure,empty,12,66.528,true,visible
graph,status_disclosure,empty,13,66.210,true,visible
graph,status_disclosure,empty,14,66.252,true,visible
graph,status_disclosure,empty,15,66.175,true,visible
graph,status_disclosure,empty,16,66.358,true,visible
graph,status_disclosure,empty,17,66.461,true,visible
graph,status_disclosure,empty,18,66.085,true,visible
graph,status_disclosure,empty,19,66.309,true,visible
graph,status_disclosure,empty,20,66.253,true,visible
graph,status_disclosure,empty,21,69.399,true,visible
graph,status_disclosure,empty,22,63.457,true,visible
graph,status_disclosure,empty,23,66.686,true,visible
graph,status_disclosure,empty,24,65.386,true,visible
graph,status_disclosure,empty,25,66.208,true,visible
graph,status_disclosure,empty,26,66.294,true,visible
graph,status_disclosure,empty,27,66.390,true,visible
graph,status_disclosure,empty,28,66.221,true,visible
graph,status_disclosure,empty,29,66.173,true,visible
graph,status_disclosure,empty,30,66.242,true,visible
