track,scenario,state,iteration,duration_ms,success,outcome
graph,status_disclosure,ready,1,94.430,true,visible
graph,status_disclosure,ready,2,86.290,true,visible
graph,status_disclosure,ready,3,78.714,true,visible
graph,status_disclosure,ready,4,103.321,true,visible
graph,status_disclosure,ready,5,93.428,true,visible
graph,status_disclosure,ready,6,84.841,true,visible
graph,status_disclosure,ready,7,85.068,true,visible
graph,status_disclosure,ready,8,78.095,true,visible
graph,status_disclosure,ready,9,102.689,true,visible
graph,status_disclosure,ready,10,95.393,true,visible
graph,status_disclosure,ready,11,86.543,true,visible
graph,status_disclosure,ready,12,82.099,true,visible
graph,status_disclosure,ready,13,80.893,true,visible
graph,status_disclosure,ready,14,82.144,true,visible
graph,status_disclosure,ready,15,83.874,true,visible
graph,status_disclosure,ready,16,86.246,true,visible
graph,status_disclosure,ready,17,86.829,true,visible
graph,status_disclosure,ready,18,76.907,true,visible
graph,status_disclosure,ready,19,126.862,true,visible
graph,status_disclosure,ready,20,117.637,true,visible
graph,status_disclosure,ready,21,101.317,true,visible
graph,status_disclosure,ready,22,84.131,true,visible
graph,status_disclosure,ready,23,84.792,true,visible
graph,status_disclosure,ready,24,79.495,true,visible
graph,status_disclosure,ready,25,85.889,true,visible
graph,status_disclosure,ready,26,83.420,true,visible
graph,status_disclosure,ready,27,97.350,true,visible
graph,status_disclosure,ready,28,88.475,true,visible
graph,status_disclosure,ready,29,82.055,true,visible
graph,status_disclosure,ready,30,76.342,true,visible
graph,status_disclosure,fallback,1,87.716,true,visible
graph,status_disclosure,fallback,2,79.487,true,visible
graph,status_disclosure,fallback,3,81.371,true,visible
graph,status_disclosure,fallback,4,81.549,true,visible
graph,status_disclosure,fallback,5,84.837,true,visible
graph,status_disclosure,fallback,6,85.357,true,visible
graph,status_disclosure,fallback,7,95.984,true,visible
graph,status_disclosure,fallback,8,106.443,true,visible
graph,status_disclosure,fallback,9,76.788,true,visible
graph,status_disclosure,fallback,10,81.567,true,visible
graph,status_disclosure,fallback,11,97.704,true,visible
graph,status_disclosure,fallback,12,84.012,true,visible
graph,status_disclosure,fallback,13,88.306,true,visible
graph,status_disclosure,fallback,14,85.151,true,visible
graph,status_disclosure,fallback,15,78.380,true,visible
graph,status_disclosure,fallback,16,81.303,true,visible
graph,status_disclosure,fallback,17,99.920,true,visible
graph,status_disclosure,fallback,18,99.290,true,visible
graph,status_disclosure,fallback,19,83.546,true,visible
graph,status_disclosure,fallback,20,82.700,true,visible
graph,status_disclosure,fallback,21,83.353,true,visible
graph,status_disclosure,fallback,22,90.280,true,visible
graph,status_disclosure,fallback,23,72.062,true,visible
graph,status_disclosure,fallback,24,84.521,true,visible
graph,status_disclosure,fallback,25,83.463,true,visible
graph,status_disclosure,fallback,26,82.991,true,visible
graph,status_disclosure,fallback,27,81.382,true,visible
graph,status_disclosure,fallback,28,80.446,true,visible
graph,status_disclosure,fallback,29,84.119,true,visible
graph,status_disclosure,fallback,30,85.965,true,visible
graph,status_disclosure,empty,1,66.721,true,visible
graph,status_disclosure,empty,2,66.182,true,visible
graph,status_disclosure,empty,3,66.415,true,visible
graph,status_disclosure,empty,4,66.245,true,visible
graph,status_disclosure,empty,5,66.306,true,visible
graph,status_disclosure,empty,6,66.218,true,visible
graph,status_disclosure,empty,7,66.301,true,visible
graph,status_disclosure,empty,8,66.450,true,visible
graph,status_disclosure,empty,9,66.342,true,visible
graph,status_disclosure,empty,10,66.175,true,visible
graph,status_disclosure,empty,11,66.224,true,visible
graph,status_disclosure,empty,12,70.219,true,visible
graph,status_disclosure,empty,13,62.488,true,visible
graph,status_disclosure,empty,14,66.255,true,visible
graph,status_disclosure,empty,15,66.233,true,visible
graph,status_disclosure,empty,16,66.113,true,visible
graph,status_disclosure,empty,17,66.381,true,visible
graph,status_disclosure,empty,18,66.414,true,visible
graph,status_disclosure,empty,19,66.666,true,visible
graph,status_disclosure,empty,20,65.838,true,visible
graph,status_disclosure,empty,21,66.317,true,visible
graph,status_disclosure,empty,22,66.140,true,visible
graph,status_disclosure,empty,23,66.317,true,visible
graph,status_disclosure,empty,24,66.221,true,visible
graph,status_disclosure,empty,25,66.192,true,visible
graph,status_disclosure,empty,26,66.371,true,visible
graph,status_disclosure,empty,27,66.449,true,visible
graph,status_disclosure,empty,28,66.224,true,visible
graph,status_disclosure,empty,29,66.361,true,visible
graph,status_disclosure,empty,30,66.179,true,visible
