track,scenario,state,iteration,duration_ms,success,outcome
graph,status_disclosure,ready,1,77.799,true,visible
graph,status_disclosure,ready,2,83.213,true,visible
graph,status_disclosure,ready,3,78.614,true,visible
graph,status_disclosure,ready,4,86.387,true,visible
graph,status_disclosure,ready,5,79.520,true,visible
graph,status_disclosure,ready,6,102.572,true,visible
graph,status_disclosure,ready,7,83.153,true,visible
graph,status_disclosure,ready,8,83.048,true,visible
graph,status_disclosure,ready,9,82.316,true,visible
graph,status_disclosure,ready,10,79.989,true,visible
graph,status_disclosure,ready,11,82.191,true,visible
graph,status_disclosure,ready,12,86.849,true,visible
graph,status_disclosure,ready,13,81.262,true,visible
graph,status_disclosure,ready,14,83.550,true,visible
graph,status_disclosure,ready,15,77.046,true,visible
graph,status_disclosure,ready,16,82.739,true,visible
graph,status_disclosure,ready,17,89.139,true,visible
graph,status_disclosure,ready,18,76.396,true,visible
graph,status_disclosure,ready,19,88.675,true,visible
graph,status_disclosure,ready,20,81.183,true,visible
graph,status_disclosure,ready,21,78.761,true,visible
graph,status_disclosure,ready,22,85.669,true,visible
graph,status_disclosure,ready,23,81.418,true,visible
graph,status_disclosure,ready,24,86.006,true,visible
graph,status_disclosure,ready,25,78.775,true,visible
graph,status_disclosure,ready,26,81.336,true,visible
graph,status_disclosure,ready,27,84.679,true,visible
graph,status_disclosure,ready,28,80.823,true,visible
graph,status_disclosure,ready,29,86.185,true,visible
graph,status_disclosure,ready,30,79.897,true,visible
graph,status_disclosure,fallback,1,86.311,true,visible
graph,status_disclosure,fallback,2,81.227,true,visible
graph,status_disclosure,fallback,3,81.866,true,visible
graph,status_disclosure,fallback,4,84.695,true,visible
graph,status_disclosure,fallback,5,83.748,true,visible
graph,status_disclosure,fallback,6,81.260,true,visible
graph,status_disclosure,fallback,7,82.916,true,visible
graph,status_disclosure,fallback,8,82.020,true,visible
graph,status_disclosure,fallback,9,83.650,true,visible
graph,status_disclosure,fallback,10,78.452,true,visible
graph,status_disclosure,fallback,11,86.834,true,visible
graph,status_disclosure,fallback,12,81.768,true,visible
graph,status_disclosure,fallback,13,82.724,true,visible
graph,status_disclosure,fallback,14,82.423,true,visible
graph,status_disclosure,fallback,15,84.967,true,visible
graph,status_disclosure,fallback,16,81.367,true,visible
graph,status_disclosure,fallback,17,83.928,true,visible
graph,status_disclosure,fallback,18,82.275,true,visible
graph,status_disclosure,fallback,19,83.252,true,visible
graph,status_disclosure,fallback,20,78.629,true,visible
graph,status_disclosure,fallback,21,85.883,true,visible
graph,status_disclosure,fallback,22,79.346,true,visible
graph,status_disclosure,fallback,23,85.376,true,visible
graph,status_disclosure,fallback,24,79.742,true,visible
graph,status_disclosure,fallback,25,82.949,true,visible
graph,status_disclosure,fallback,26,88.144,true,visible
graph,status_disclosure,fallback,27,78.102,true,visible
graph,status_disclosure,fallback,28,84.554,true,visible
graph,status_disclosure,fallback,29,81.495,true,visible
graph,status_disclosure,fallback,30,85.868,true,visible
graph,status_disclosure,empty,1,66.811,true,visible
graph,status_disclosure,empty,2,66.296,true,visible
graph,status_disclosure,empty,3,66.020,true,visible
graph,status_disclosure,empty,4,66.219,true,visible
graph,status_disclosure,empty,5,66.307,true,visible
graph,status_disclosure,empty,6,66.288,true,visible
graph,status_disclosure,empty,7,66.403,true,visible
graph,status_disclosure,empty,8,66.361,true,visible
graph,status_disclosure,empty,9,66.432,true,visible
graph,status_disclosure,empty,10,66.344,true,visible
graph,status_disclosure,empty,11,66.357,true,visible
graph,status_disclosure,empty,12,66.144,true,visible
graph,status_disclosure,empty,13,66.497,true,visible
graph,status_disclosure,empty,14,67.984,true,visible
graph,status_disclosure,empty,15,64.359,true,visible
graph,status_disclosure,empty,16,66.455,true,visible
graph,status_disclosure,empty,17,65.870,true,visible
graph,status_disclosure,empty,18,66.180,true,visible
graph,status_disclosure,empty,19,67.712,true,visible
graph,status_disclosure,empty,20,66.834,true,visible
graph,status_disclosure,empty,21,63.930,true,visible
graph,status_disclosure,empty,22,66.228,true,visible
graph,status_disclosure,empty,23,66.307,true,visible
graph,status_disclosure,empty,24,66.358,true,visible
graph,status_disclosure,empty,25,66.149,true,visible
graph,status_disclosure,empty,26,66.331,true,visible
graph,status_disclosure,empty,27,65.943,true,visible
graph,status_disclosure,empty,28,66.293,true,visible
graph,status_disclosure,empty,29,66.603,true,visible
graph,status_disclosure,empty,30,65.921,true,visible
