track,scenario,session_id,node_order_index,pair_index,node_count,edge_count,phase,render_id,webview_instance_id,duration_ms,dom_node_count,dom_edge_count,tick_count,success,outcome
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,1,1,50,73,new_webview_instance,4,3,210.172,50,73,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,1,1,50,73,reused_webview,5,3,89.616,50,73,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,1,2,50,73,new_webview_instance,6,4,177.467,50,73,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,1,2,50,73,reused_webview,7,4,96.680,50,73,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,1,3,50,73,new_webview_instance,8,5,189.830,50,73,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,1,3,50,73,reused_webview,9,5,82.745,50,73,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,1,4,50,73,new_webview_instance,10,6,165.122,50,73,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,1,4,50,73,reused_webview,11,6,77.950,50,73,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,1,5,50,73,new_webview_instance,12,7,194.031,50,73,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,1,5,50,73,reused_webview,13,7,45.623,50,73,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,2,1,25,36,new_webview_instance,16,9,206.833,25,36,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,2,1,25,36,reused_webview,17,9,98.976,25,36,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,2,2,25,36,new_webview_instance,18,10,201.338,25,36,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,2,2,25,36,reused_webview,19,10,87.789,25,36,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,2,3,25,36,new_webview_instance,20,11,198.734,25,36,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,2,3,25,36,reused_webview,21,11,57.382,25,36,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,2,4,25,36,new_webview_instance,22,12,193.722,25,36,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,2,4,25,36,reused_webview,23,12,83.277,25,36,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,2,5,25,36,new_webview_instance,24,13,187.629,25,36,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,2,5,25,36,reused_webview,25,13,88.960,25,36,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,3,1,12,16,new_webview_instance,28,15,176.126,12,16,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,3,1,12,16,reused_webview,29,15,43.441,12,16,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,3,2,12,16,new_webview_instance,30,16,199.249,12,16,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,3,2,12,16,reused_webview,31,16,67.970,12,16,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,3,3,12,16,new_webview_instance,32,17,167.849,12,16,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,3,3,12,16,reused_webview,33,17,78.715,12,16,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,3,4,12,16,new_webview_instance,34,18,184.675,12,16,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,3,4,12,16,reused_webview,35,18,93.149,12,16,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,3,5,12,16,new_webview_instance,36,19,193.749,12,16,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,3,5,12,16,reused_webview,37,19,72.383,12,16,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,4,1,1,0,new_webview_instance,40,21,108.566,1,0,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,4,1,1,0,reused_webview,41,21,62.711,1,0,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,4,2,1,0,new_webview_instance,42,22,111.526,1,0,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,4,2,1,0,reused_webview,43,22,52.068,1,0,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,4,3,1,0,new_webview_instance,44,23,129.608,1,0,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,4,3,1,0,reused_webview,45,23,58.170,1,0,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,4,4,1,0,new_webview_instance,46,24,115.511,1,0,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,4,4,1,0,reused_webview,47,24,44.458,1,0,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,4,5,1,0,new_webview_instance,48,25,111.973,1,0,1,true,visual_state_ready
graph,visual_state_ready,5ba97cf8-2aea-4440-a9c8-9a06cb05833d,4,5,1,0,reused_webview,49,25,51.935,1,0,1,true,visual_state_ready
