track,scenario,iteration,launch_state,total_time_ms,wait_time_ms,success,outcome
startup,cold_process,1,COLD,1920,1924,true,main_activity_wait_time_present
startup,warm_task_resume,1,UNKNOWN (0),,442,true,main_activity_wait_time_present
startup,cold_process,2,COLD,1924,1954,true,main_activity_wait_time_present
startup,warm_task_resume,2,UNKNOWN (0),,68,true,main_activity_wait_time_present
startup,cold_process,3,COLD,2114,2127,true,main_activity_wait_time_present
startup,warm_task_resume,3,UNKNOWN (0),,96,true,main_activity_wait_time_present
startup,cold_process,4,COLD,1125,1158,true,main_activity_wait_time_present
startup,warm_task_resume,4,UNKNOWN (0),,201,true,main_activity_wait_time_present
startup,cold_process,5,COLD,1564,1575,true,main_activity_wait_time_present
startup,warm_task_resume,5,UNKNOWN (0),,113,true,main_activity_wait_time_present
startup,cold_process,6,COLD,1231,1245,true,main_activity_wait_time_present
startup,warm_task_resume,6,UNKNOWN (0),,165,true,main_activity_wait_time_present
startup,cold_process,7,COLD,1079,1098,true,main_activity_wait_time_present
startup,warm_task_resume,7,UNKNOWN (0),,125,true,main_activity_wait_time_present
startup,cold_process,8,COLD,883,924,true,main_activity_wait_time_present
startup,warm_task_resume,8,UNKNOWN (0),,110,true,main_activity_wait_time_present
startup,cold_process,9,COLD,1063,1066,true,main_activity_wait_time_present
startup,warm_task_resume,9,UNKNOWN (0),,126,true,main_activity_wait_time_present
startup,cold_process,10,COLD,1303,1316,true,main_activity_wait_time_present
startup,warm_task_resume,10,UNKNOWN (0),,104,true,main_activity_wait_time_present
startup,cold_process,11,COLD,1644,1677,true,main_activity_wait_time_present
startup,warm_task_resume,11,UNKNOWN (0),,127,true,main_activity_wait_time_present
startup,cold_process,12,COLD,1288,1293,true,main_activity_wait_time_present
startup,warm_task_resume,12,UNKNOWN (0),,99,true,main_activity_wait_time_present
startup,cold_process,13,COLD,1432,1439,true,main_activity_wait_time_present
startup,warm_task_resume,13,UNKNOWN (0),,48,true,main_activity_wait_time_present
startup,cold_process,14,COLD,1508,1514,true,main_activity_wait_time_present
startup,warm_task_resume,14,UNKNOWN (0),,71,true,main_activity_wait_time_present
startup,cold_process,15,COLD,1941,1946,true,main_activity_wait_time_present
startup,warm_task_resume,15,UNKNOWN (0),,87,true,main_activity_wait_time_present
startup,cold_process,16,COLD,1862,1916,true,main_activity_wait_time_present
startup,warm_task_resume,16,UNKNOWN (0),,67,true,main_activity_wait_time_present
startup,cold_process,17,COLD,1401,1429,true,main_activity_wait_time_present
startup,warm_task_resume,17,UNKNOWN (0),,90,true,main_activity_wait_time_present
startup,cold_process,18,COLD,1249,1252,true,main_activity_wait_time_present
startup,warm_task_resume,18,UNKNOWN (0),,153,true,main_activity_wait_time_present
startup,cold_process,19,COLD,1227,1262,true,main_activity_wait_time_present
startup,warm_task_resume,19,UNKNOWN (0),,130,true,main_activity_wait_time_present
startup,cold_process,20,COLD,1154,1161,true,main_activity_wait_time_present
startup,warm_task_resume,20,UNKNOWN (0),,136,true,main_activity_wait_time_present
