track,scenario,session_id,node_order_index,pair_index,node_count,edge_count,phase,render_id,webview_instance_id,duration_ms,dom_node_count,dom_edge_count,tick_count,success,outcome
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,1,1,50,73,new_webview_instance,4,3,203.239,50,73,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,1,1,50,73,reused_webview,5,3,74.952,50,73,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,1,2,50,73,new_webview_instance,6,4,165.921,50,73,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,1,2,50,73,reused_webview,7,4,69.604,50,73,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,1,3,50,73,new_webview_instance,8,5,153.839,50,73,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,1,3,50,73,reused_webview,9,5,95.898,50,73,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,1,4,50,73,new_webview_instance,10,6,179.129,50,73,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,1,4,50,73,reused_webview,11,6,63.766,50,73,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,1,5,50,73,new_webview_instance,12,7,144.546,50,73,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,1,5,50,73,reused_webview,13,7,52.365,50,73,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,2,1,25,36,new_webview_instance,16,9,163.037,25,36,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,2,1,25,36,reused_webview,17,9,84.674,25,36,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,2,2,25,36,new_webview_instance,18,10,185.317,25,36,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,2,2,25,36,reused_webview,19,10,89.675,25,36,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,2,3,25,36,new_webview_instance,20,11,187.032,25,36,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,2,3,25,36,reused_webview,21,11,51.280,25,36,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,2,4,25,36,new_webview_instance,22,12,160.862,25,36,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,2,4,25,36,reused_webview,23,12,81.568,25,36,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,2,5,25,36,new_webview_instance,24,13,200.613,25,36,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,2,5,25,36,reused_webview,25,13,84.051,25,36,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,3,1,12,16,new_webview_instance,28,15,174.494,12,16,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,3,1,12,16,reused_webview,29,15,83.897,12,16,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,3,2,12,16,new_webview_instance,30,16,192.153,12,16,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,3,2,12,16,reused_webview,31,16,88.766,12,16,1,true,visual_state_ready
graph,visual_state_ready,ee24d0da-3af1-4226-b22f-3ff9d86b288b,3,3,12,16,new_webview_instance,32,17,170.923,12,16,1,true,visual_state_ready
