track,scenario,session_id,iteration,raw_iteration,metric,duration_ms,success,outcome,source_file
startup,cached_cold,ee24d0da-3af1-4226-b22f-3ff9d86b288b,1,2,timeToFullDisplayMs,1105.228,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,cached_cold,ee24d0da-3af1-4226-b22f-3ff9d86b288b,2,3,timeToFullDisplayMs,1235.803,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,cached_cold,ee24d0da-3af1-4226-b22f-3ff9d86b288b,3,4,timeToFullDisplayMs,998.676,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,cached_cold,ee24d0da-3af1-4226-b22f-3ff9d86b288b,4,5,timeToFullDisplayMs,1209.424,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,cached_cold,ee24d0da-3af1-4226-b22f-3ff9d86b288b,5,6,timeToFullDisplayMs,945.428,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,foreground_resume,ee24d0da-3af1-4226-b22f-3ff9d86b288b,1,2,timeToInitialDisplayMs,67.022,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,foreground_resume,ee24d0da-3af1-4226-b22f-3ff9d86b288b,2,3,timeToInitialDisplayMs,65.137,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,foreground_resume,ee24d0da-3af1-4226-b22f-3ff9d86b288b,3,4,timeToInitialDisplayMs,67.554,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,foreground_resume,ee24d0da-3af1-4226-b22f-3ff9d86b288b,4,5,timeToInitialDisplayMs,78.853,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,foreground_resume,ee24d0da-3af1-4226-b22f-3ff9d86b288b,5,6,timeToInitialDisplayMs,76.03,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
