track,scenario,iteration,event_count,duration_ms,success,outcome,accepted,duplicates,final_state
event_sync,queue_write,1,3,8.729,true,pending,,,pending
event_sync,retryable_http_failure,1,3,11.366,true,Retry,,,pending
event_sync,retry_success,1,3,53.284,true,Synced,3,0,synced
event_sync,duplicate_replay,1,3,36.683,true,Synced,0,3,synced
event_sync,queue_write,2,3,8.767,true,pending,,,pending
event_sync,retryable_http_failure,2,3,11.184,true,Retry,,,pending
event_sync,retry_success,2,3,52.082,true,Synced,3,0,synced
event_sync,duplicate_replay,2,3,14.543,true,Synced,0,3,synced
event_sync,queue_write,3,3,9.656,true,pending,,,pending
event_sync,retryable_http_failure,3,3,11.786,true,Retry,,,pending
event_sync,retry_success,3,3,52.456,true,Synced,3,0,synced
event_sync,duplicate_replay,3,3,12.878,true,Synced,0,3,synced
event_sync,queue_write,4,3,9.614,true,pending,,,pending
event_sync,retryable_http_failure,4,3,11.594,true,Retry,,,pending
event_sync,retry_success,4,3,52.083,true,Synced,3,0,synced
event_sync,duplicate_replay,4,3,12.503,true,Synced,0,3,synced
event_sync,queue_write,5,3,9.571,true,pending,,,pending
event_sync,retryable_http_failure,5,3,12.226,true,Retry,,,pending
event_sync,retry_success,5,3,54.841,true,Synced,3,0,synced
event_sync,duplicate_replay,5,3,16.153,true,Synced,0,3,synced
event_sync,queue_write,6,3,10.263,true,pending,,,pending
event_sync,retryable_http_failure,6,3,13.047,true,Retry,,,pending
event_sync,retry_success,6,3,52.407,true,Synced,3,0,synced
event_sync,duplicate_replay,6,3,15.280,true,Synced,0,3,synced
event_sync,queue_write,7,3,15.109,true,pending,,,pending
event_sync,retryable_http_failure,7,3,39.167,true,Retry,,,pending
event_sync,retry_success,7,3,58.013,true,Synced,3,0,synced
event_sync,duplicate_replay,7,3,21.645,true,Synced,0,3,synced
event_sync,queue_write,8,3,21.782,true,pending,,,pending
event_sync,retryable_http_failure,8,3,19.344,true,Retry,,,pending
event_sync,retry_success,8,3,66.813,true,Synced,3,0,synced
event_sync,duplicate_replay,8,3,18.151,true,Synced,0,3,synced
event_sync,queue_write,9,3,9.545,true,pending,,,pending
event_sync,retryable_http_failure,9,3,16.574,true,Retry,,,pending
event_sync,retry_success,9,3,54.499,true,Synced,3,0,synced
event_sync,duplicate_replay,9,3,13.500,true,Synced,0,3,synced
