track,scenario,state,iteration,duration_ms,success,outcome
graph,status_disclosure,ready,1,84.378,true,visible
graph,status_disclosure,ready,2,79.365,true,visible
graph,status_disclosure,ready,3,83.437,true,visible
graph,status_disclosure,ready,4,82.001,true,visible
graph,status_disclosure,ready,5,81.110,true,visible
graph,status_disclosure,ready,6,83.400,true,visible
graph,status_disclosure,ready,7,84.596,true,visible
graph,status_disclosure,ready,8,80.881,true,visible
graph,status_disclosure,ready,9,82.788,true,visible
graph,status_disclosure,ready,10,82.723,true,visible
graph,status_disclosure,ready,11,85.683,true,visible
graph,status_disclosure,ready,12,82.297,true,visible
graph,status_disclosure,ready,13,81.305,true,visible
graph,status_disclosure,ready,14,85.628,true,visible
graph,status_disclosure,ready,15,84.369,true,visible
graph,status_disclosure,ready,16,81.143,true,visible
graph,status_disclosure,ready,17,84.690,true,visible
graph,status_disclosure,ready,18,81.208,true,visible
graph,status_disclosure,ready,19,98.727,true,visible
graph,status_disclosure,ready,20,84.059,true,visible
graph,status_disclosure,ready,21,79.164,true,visible
graph,status_disclosure,ready,22,82.824,true,visible
graph,status_disclosure,ready,23,85.406,true,visible
graph,status_disclosure,ready,24,81.182,true,visible
graph,status_disclosure,ready,25,82.350,true,visible
graph,status_disclosure,ready,26,85.743,true,visible
graph,status_disclosure,ready,27,82.680,true,visible
graph,status_disclosure,ready,28,83.558,true,visible
graph,status_disclosure,ready,29,82.246,true,visible
graph,status_disclosure,ready,30,82.176,true,visible
graph,status_disclosure,fallback,1,83.874,true,visible
graph,status_disclosure,fallback,2,81.053,true,visible
graph,status_disclosure,fallback,3,83.936,true,visible
graph,status_disclosure,fallback,4,82.380,true,visible
graph,status_disclosure,fallback,5,81.107,true,visible
graph,status_disclosure,fallback,6,83.182,true,visible
graph,status_disclosure,fallback,7,81.540,true,visible
graph,status_disclosure,fallback,8,85.537,true,visible
graph,status_disclosure,fallback,9,81.530,true,visible
graph,status_disclosure,fallback,10,80.278,true,visible
graph,status_disclosure,fallback,11,82.398,true,visible
graph,status_disclosure,fallback,12,83.168,true,visible
graph,status_disclosure,fallback,13,82.464,true,visible
graph,status_disclosure,fallback,14,85.353,true,visible
graph,status_disclosure,fallback,15,82.869,true,visible
graph,status_disclosure,fallback,16,83.121,true,visible
graph,status_disclosure,fallback,17,83.218,true,visible
graph,status_disclosure,fallback,18,83.938,true,visible
graph,status_disclosure,fallback,19,81.856,true,visible
graph,status_disclosure,fallback,20,79.621,true,visible
graph,status_disclosure,fallback,21,86.861,true,visible
graph,status_disclosure,fallback,22,81.542,true,visible
graph,status_disclosure,fallback,23,79.903,true,visible
graph,status_disclosure,fallback,24,82.602,true,visible
graph,status_disclosure,fallback,25,86.076,true,visible
graph,status_disclosure,fallback,26,78.788,true,visible
graph,status_disclosure,fallback,27,81.892,true,visible
graph,status_disclosure,fallback,28,67.113,true,visible
graph,status_disclosure,fallback,29,86.643,true,visible
graph,status_disclosure,fallback,30,78.805,true,visible
graph,status_disclosure,empty,1,66.432,true,visible
graph,status_disclosure,empty,2,66.314,true,visible
graph,status_disclosure,empty,3,66.237,true,visible
graph,status_disclosure,empty,4,66.351,true,visible
graph,status_disclosure,empty,5,66.708,true,visible
graph,status_disclosure,empty,6,66.409,true,visible
graph,status_disclosure,empty,7,66.239,true,visible
graph,status_disclosure,empty,8,66.390,true,visible
graph,status_disclosure,empty,9,65.772,true,visible
graph,status_disclosure,empty,10,66.319,true,visible
graph,status_disclosure,empty,11,66.176,true,visible
graph,status_disclosure,empty,12,66.129,true,visible
graph,status_disclosure,empty,13,66.398,true,visible
graph,status_disclosure,empty,14,66.416,true,visible
graph,status_disclosure,empty,15,66.153,true,visible
graph,status_disclosure,empty,16,66.021,true,visible
graph,status_disclosure,empty,17,66.236,true,visible
graph,status_disclosure,empty,18,66.108,true,visible
graph,status_disclosure,empty,19,66.415,true,visible
graph,status_disclosure,empty,20,66.256,true,visible
graph,status_disclosure,empty,21,66.133,true,visible
graph,status_disclosure,empty,22,66.197,true,visible
graph,status_disclosure,empty,23,66.706,true,visible
graph,status_disclosure,empty,24,66.273,true,visible
graph,status_disclosure,empty,25,66.316,true,visible
graph,status_disclosure,empty,26,66.303,true,visible
graph,status_disclosure,empty,27,66.684,true,visible
graph,status_disclosure,empty,28,65.867,true,visible
graph,status_disclosure,empty,29,66.447,true,visible
graph,status_disclosure,empty,30,66.207,true,visible
