track,scenario,state,iteration,duration_ms,success,outcome
graph,status_disclosure,ready,1,3246.946,true,visible
graph,status_disclosure,ready,2,80.802,true,visible
graph,status_disclosure,ready,3,80.077,true,visible
graph,status_disclosure,ready,4,80.827,true,visible
graph,status_disclosure,ready,5,89.389,true,visible
graph,status_disclosure,ready,6,76.134,true,visible
graph,status_disclosure,ready,7,87.044,true,visible
graph,status_disclosure,ready,8,90.941,true,visible
graph,status_disclosure,ready,9,83.022,true,visible
graph,status_disclosure,ready,10,106.749,true,visible
graph,status_disclosure,ready,11,83.256,true,visible
graph,status_disclosure,ready,12,80.857,true,visible
graph,status_disclosure,ready,13,81.249,true,visible
graph,status_disclosure,ready,14,100.285,true,visible
graph,status_disclosure,ready,15,82.535,true,visible
graph,status_disclosure,ready,16,87.772,true,visible
graph,status_disclosure,ready,17,77.089,true,visible
graph,status_disclosure,ready,18,103.090,true,visible
graph,status_disclosure,ready,19,87.015,true,visible
graph,status_disclosure,ready,20,112.280,true,visible
graph,status_disclosure,ready,21,113.645,true,visible
graph,status_disclosure,ready,22,85.699,true,visible
graph,status_disclosure,ready,23,83.110,true,visible
graph,status_disclosure,ready,24,78.768,true,visible
graph,status_disclosure,ready,25,90.822,true,visible
graph,status_disclosure,ready,26,80.705,true,visible
graph,status_disclosure,ready,27,80.556,true,visible
graph,status_disclosure,ready,28,98.320,true,visible
graph,status_disclosure,ready,29,83.993,true,visible
graph,status_disclosure,ready,30,78.908,true,visible
graph,status_disclosure,fallback,1,79.184,true,visible
graph,status_disclosure,fallback,2,87.033,true,visible
graph,status_disclosure,fallback,3,77.372,true,visible
graph,status_disclosure,fallback,4,85.144,true,visible
graph,status_disclosure,fallback,5,84.223,true,visible
graph,status_disclosure,fallback,6,79.097,true,visible
graph,status_disclosure,fallback,7,85.408,true,visible
graph,status_disclosure,fallback,8,84.436,true,visible
graph,status_disclosure,fallback,9,86.093,true,visible
graph,status_disclosure,fallback,10,76.789,true,visible
graph,status_disclosure,fallback,11,82.918,true,visible
graph,status_disclosure,fallback,12,81.740,true,visible
graph,status_disclosure,fallback,13,84.133,true,visible
graph,status_disclosure,fallback,14,88.696,true,visible
graph,status_disclosure,fallback,15,78.522,true,visible
graph,status_disclosure,fallback,16,101.377,true,visible
graph,status_disclosure,fallback,17,80.772,true,visible
graph,status_disclosure,fallback,18,74.533,true,visible
graph,status_disclosure,fallback,19,76.606,true,visible
graph,status_disclosure,fallback,20,87.858,true,visible
graph,status_disclosure,fallback,21,78.283,true,visible
graph,status_disclosure,fallback,22,79.409,true,visible
graph,status_disclosure,fallback,23,89.588,true,visible
graph,status_disclosure,fallback,24,81.211,true,visible
graph,status_disclosure,fallback,25,75.502,true,visible
graph,status_disclosure,fallback,26,90.407,true,visible
graph,status_disclosure,fallback,27,77.983,true,visible
graph,status_disclosure,fallback,28,80.459,true,visible
graph,status_disclosure,fallback,29,90.432,true,visible
graph,status_disclosure,fallback,30,74.864,true,visible
graph,status_disclosure,empty,1,66.658,true,visible
graph,status_disclosure,empty,2,66.180,true,visible
graph,status_disclosure,empty,3,66.374,true,visible
graph,status_disclosure,empty,4,66.082,true,visible
graph,status_disclosure,empty,5,66.439,true,visible
graph,status_disclosure,empty,6,66.278,true,visible
graph,status_disclosure,empty,7,66.398,true,visible
graph,status_disclosure,empty,8,66.066,true,visible
graph,status_disclosure,empty,9,66.153,true,visible
graph,status_disclosure,empty,10,66.327,true,visible
graph,status_disclosure,empty,11,66.307,true,visible
graph,status_disclosure,empty,12,66.267,true,visible
graph,status_disclosure,empty,13,66.129,true,visible
graph,status_disclosure,empty,14,66.395,true,visible
graph,status_disclosure,empty,15,66.278,true,visible
graph,status_disclosure,empty,16,66.350,true,visible
graph,status_disclosure,empty,17,66.236,true,visible
graph,status_disclosure,empty,18,66.212,true,visible
graph,status_disclosure,empty,19,66.528,true,visible
graph,status_disclosure,empty,20,66.138,true,visible
graph,status_disclosure,empty,21,66.356,true,visible
graph,status_disclosure,empty,22,66.358,true,visible
graph,status_disclosure,empty,23,66.213,true,visible
graph,status_disclosure,empty,24,66.306,true,visible
graph,status_disclosure,empty,25,66.218,true,visible
graph,status_disclosure,empty,26,66.432,true,visible
graph,status_disclosure,empty,27,68.330,true,visible
graph,status_disclosure,empty,28,64.157,true,visible
graph,status_disclosure,empty,29,66.366,true,visible
graph,status_disclosure,empty,30,66.246,true,visible
