track,scenario,iteration,event_count,duration_ms,success,outcome,accepted,duplicates,final_state
event_sync,queue_write,1,3,7.786,true,pending,,,pending
event_sync,retryable_http_failure,1,3,10.227,true,Retry,,,pending
event_sync,retry_success,1,3,52.098,true,Synced,3,0,synced
event_sync,duplicate_replay,1,3,10.264,true,Synced,0,3,synced
event_sync,queue_write,2,3,8.655,true,pending,,,pending
event_sync,retryable_http_failure,2,3,10.121,true,Retry,,,pending
event_sync,retry_success,2,3,52.233,true,Synced,3,0,synced
event_sync,duplicate_replay,2,3,10.893,true,Synced,0,3,synced
event_sync,queue_write,3,3,8.410,true,pending,,,pending
event_sync,retryable_http_failure,3,3,10.810,true,Retry,,,pending
event_sync,retry_success,3,3,53.002,true,Synced,3,0,synced
event_sync,duplicate_replay,3,3,11.953,true,Synced,0,3,synced
event_sync,queue_write,4,3,8.287,true,pending,,,pending
event_sync,retryable_http_failure,4,3,10.487,true,Retry,,,pending
event_sync,retry_success,4,3,51.855,true,Synced,3,0,synced
event_sync,duplicate_replay,4,3,12.108,true,Synced,0,3,synced
event_sync,queue_write,5,3,10.849,true,pending,,,pending
event_sync,retryable_http_failure,5,3,12.163,true,Retry,,,pending
event_sync,retry_success,5,3,51.640,true,Synced,3,0,synced
event_sync,duplicate_replay,5,3,15.929,true,Synced,0,3,synced
event_sync,queue_write,6,3,8.051,true,pending,,,pending
event_sync,retryable_http_failure,6,3,10.785,true,Retry,,,pending
event_sync,retry_success,6,3,51.344,true,Synced,3,0,synced
event_sync,duplicate_replay,6,3,12.425,true,Synced,0,3,synced
event_sync,queue_write,7,3,12.500,true,pending,,,pending
event_sync,retryable_http_failure,7,3,30.208,true,Retry,,,pending
event_sync,retry_success,7,3,50.723,true,Synced,3,0,synced
event_sync,duplicate_replay,7,3,13.236,true,Synced,0,3,synced
event_sync,queue_write,8,3,10.396,true,pending,,,pending
event_sync,retryable_http_failure,8,3,14.169,true,Retry,,,pending
event_sync,retry_success,8,3,52.667,true,Synced,3,0,synced
event_sync,duplicate_replay,8,3,13.205,true,Synced,0,3,synced
event_sync,queue_write,9,3,7.839,true,pending,,,pending
event_sync,retryable_http_failure,9,3,11.031,true,Retry,,,pending
event_sync,retry_success,9,3,52.122,true,Synced,3,0,synced
event_sync,duplicate_replay,9,3,11.870,true,Synced,0,3,synced
event_sync,queue_write,10,3,7.994,true,pending,,,pending
event_sync,retryable_http_failure,10,3,12.110,true,Retry,,,pending
event_sync,retry_success,10,3,51.685,true,Synced,3,0,synced
event_sync,duplicate_replay,10,3,16.805,true,Synced,0,3,synced
event_sync,queue_write,11,3,7.456,true,pending,,,pending
