track,scenario,session_id,node_order_index,pair_index,node_count,edge_count,phase,render_id,webview_instance_id,duration_ms,dom_node_count,dom_edge_count,tick_count,success,outcome
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,3,5,25,36,new_webview_instance,36,19,184.535,25,36,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,3,5,25,36,reused_webview,37,19,65.971,25,36,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,4,1,50,73,new_webview_instance,40,21,199.492,50,73,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,4,1,50,73,reused_webview,41,21,78.666,50,73,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,4,2,50,73,new_webview_instance,42,22,168.359,50,73,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,4,2,50,73,reused_webview,43,22,60.328,50,73,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,4,3,50,73,new_webview_instance,44,23,194.477,50,73,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,4,3,50,73,reused_webview,45,23,68.994,50,73,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,4,4,50,73,new_webview_instance,46,24,151.729,50,73,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,4,4,50,73,reused_webview,47,24,80.060,50,73,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,4,5,50,73,new_webview_instance,48,25,129.245,50,73,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,4,5,50,73,reused_webview,49,25,55.611,50,73,1,true,visual_state_ready
