track,scenario,session_id,node_order_index,pair_index,node_count,edge_count,phase,render_id,webview_instance_id,duration_ms,dom_node_count,dom_edge_count,tick_count,success,outcome
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,1,1,1,0,new_webview_instance,4,3,94.963,1,0,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,1,1,1,0,reused_webview,5,3,68.082,1,0,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,1,2,1,0,new_webview_instance,6,4,79.992,1,0,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,1,2,1,0,reused_webview,7,4,60.002,1,0,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,1,3,1,0,new_webview_instance,8,5,92.965,1,0,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,1,3,1,0,reused_webview,9,5,74.342,1,0,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,1,4,1,0,new_webview_instance,10,6,102.401,1,0,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,1,4,1,0,reused_webview,11,6,57.131,1,0,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,1,5,1,0,new_webview_instance,12,7,91.279,1,0,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,1,5,1,0,reused_webview,13,7,51.133,1,0,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,2,1,12,16,new_webview_instance,16,9,190.035,12,16,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,2,1,12,16,reused_webview,17,9,38.869,12,16,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,2,2,12,16,new_webview_instance,18,10,155.659,12,16,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,2,2,12,16,reused_webview,19,10,81.805,12,16,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,2,3,12,16,new_webview_instance,20,11,189.358,12,16,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,2,3,12,16,reused_webview,21,11,43.548,12,16,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,2,4,12,16,new_webview_instance,22,12,150.050,12,16,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,2,4,12,16,reused_webview,23,12,61.378,12,16,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,2,5,12,16,new_webview_instance,24,13,151.243,12,16,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,2,5,12,16,reused_webview,25,13,82.414,12,16,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,3,1,25,36,new_webview_instance,28,15,170.307,25,36,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,3,1,25,36,reused_webview,29,15,71.321,25,36,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,3,2,25,36,new_webview_instance,30,16,178.826,25,36,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,3,2,25,36,reused_webview,31,16,51.796,25,36,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,3,3,25,36,new_webview_instance,32,17,159.602,25,36,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,3,3,25,36,reused_webview,33,17,83.400,25,36,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,3,4,25,36,new_webview_instance,34,18,182.659,25,36,1,true,visual_state_ready
graph,visual_state_ready,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,3,4,25,36,reused_webview,35,18,67.715,25,36,1,true,visual_state_ready
