track,scenario,session_id,iteration,raw_iteration,metric,duration_ms,success,outcome,source_file
startup,cached_cold,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,1,2,timeToFullDisplayMs,1356.777,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,cached_cold,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,2,3,timeToFullDisplayMs,957.408,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,cached_cold,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,3,4,timeToFullDisplayMs,1033.834,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,cached_cold,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,4,5,timeToFullDisplayMs,903.564,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,cached_cold,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,5,6,timeToFullDisplayMs,923.522,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,foreground_resume,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,1,2,timeToInitialDisplayMs,58.321,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,foreground_resume,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,2,3,timeToInitialDisplayMs,67.245,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,foreground_resume,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,3,4,timeToInitialDisplayMs,71.464,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,foreground_resume,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,4,5,timeToInitialDisplayMs,63.775,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
startup,foreground_resume,e048bbc6-e78b-4d5f-a870-52ecf430c0f0,5,6,timeToInitialDisplayMs,65.807,true,macrobenchmark_assertions_passed,Mneme_Factorial_API_34_Pixel6(AVD) - 14/com.mneme.app.benchmark-benchmarkData.json
